ELSI Export

National Center for Education Statistics - http://nces.ed.gov/ccd/elsi/

This is a Public School based table with the following filters applied: State(s) (All Years): TEXAS

School Name,State Name [Public School] Latest available year,School ID - NCES Assigned [Public School] Latest available year,County Number [Public School] 2017-18,County Name [Public School] 2017-18,School Type [Public School] 2017-18,School-wide Title I [Public School] 2017-18,Title I Eligible School [Public School] 2017-18,Title I School Status [Public School] 2017-18,State School ID [Public School] 2017-18,State Agency ID [Public School] 2017-18,Virtual School Status (SY 2016-17 onward) [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Total Students All Grades (Excludes AE) [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,Prekindergarten Students [Public School] 2017-18,Kindergarten Students [Public School] 2017-18,Grade 1 Students [Public School] 2017-18,Grade 2 Students [Public School] 2017-18,Grade 3 Students [Public School] 2017-18,Grade 4 Students [Public School] 2017-18,Grade 5 Students [Public School] 2017-18,Grade 6 Students [Public School] 2017-18,Grade 7 Students [Public School] 2017-18,Grade 8 Students [Public School] 2017-18,Grade 9 Students [Public School] 2017-18,Grade 10 Students [Public School] 2017-18,Grade 11 Students [Public School] 2017-18,Grade 12 Students [Public School] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black or African American Students [Public School] 2017-18,White Students [Public School] 2017-18,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18
CLEVELAND H S,Texas,481437000925,48291,Liberty County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-146901-146901001,TX-146901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1417,910,88,998,†,1417,†,†,†,†,†,†,†,†,†,†,493,346,327,251,751,666,15,7,909,108,357,2,19,1417,84.26
CLEVELAND MIDDLE,Texas,481437000926,48291,Liberty County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-146901-146901041,TX-146901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,842,624,40,664,842,†,†,†,†,†,†,†,10,4,409,419,†,†,†,†,435,407,4,3,576,61,192,="0",6,842,52.43
CLIFFORD DAVIS EL,Texas,481970009377,48439,Tarrant County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-220905-220905222,TX-220905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),789,712,13,725,614,†,64,111,143,119,119,104,129,†,†,†,†,†,†,†,406,383,="0",245,181,276,81,1,5,789,48.41
CLIFTON EARLY CHILDHOOD,Texas,482442008188,48113,Dallas County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-057912-057912161,TX-057912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),643,518,14,532,†,†,643,†,†,†,†,†,†,†,†,†,†,†,†,†,337,306,5,93,346,151,36,3,9,643,24.00
CLIFTON EL,Texas,481440000930,48035,Bosque County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-018901-018901101,TX-018901,NOTVIRTUAL,Yes under Provision 2,500,290,39,329,381,†,48,71,75,72,74,76,84,†,†,†,†,†,†,†,259,241,2,3,186,11,271,="0",27,500,36.44
CLIFTON H S,Texas,481440000931,48035,Bosque County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-018901-018901001,TX-018901,NOTVIRTUAL,Yes under Provision 2,293,111,20,131,†,293,†,†,†,†,†,†,†,†,†,†,70,78,64,81,152,141,5,5,86,8,182,="0",7,293,25.86
CLIFTON MIDDLE,Texas,481440000420,48035,Bosque County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-018901-018901041,TX-018901,NOTVIRTUAL,Yes under Provision 2,214,100,10,110,214,†,†,†,†,†,†,†,†,74,60,80,†,†,†,†,112,102,="0",3,70,3,126,="0",12,214,18.54
CLIFTON MIDDLE,Texas,482364005497,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912048,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),723,581,37,618,723,†,†,†,†,†,†,†,†,255,226,242,†,†,†,†,369,354,2,="0",543,143,28,="0",7,723,47.50
CLIFTON PARK EL,Texas,482566002864,48027,Bell County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-014906-014906102,TX-014906,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),559,433,="0",433,430,†,51,78,91,92,83,74,90,†,†,†,†,†,†,†,313,246,1,10,190,162,127,18,51,559,38.37
CLINT H S,Texas,481443000932,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071901-071901001,TX-071901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),667,518,="0",518,†,667,†,†,†,†,†,†,†,†,†,†,169,181,169,148,362,305,1,="0",633,="0",30,1,2,667,42.05
CLINT ISD EARLY COLLEGE ACADEMY,Texas,481443012799,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071901-071901009,TX-071901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),330,271,="0",271,†,330,†,†,†,†,†,†,†,†,†,†,80,83,81,86,124,206,1,1,321,1,6,="0",="0",330,15.81
CLINT ISD JJAEP,Texas,481443010633,48141,El Paso County,4-Alternative/other school,†,†,†,TX-071901-071901039,TX-071901,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
CLINT J H SCHOOL,Texas,481443005427,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071901-071901041,TX-071901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),561,468,="0",468,561,†,†,†,†,†,†,†,†,164,195,202,†,†,†,†,268,293,="0",1,546,="0",7,="0",7,561,26.64
CLINT Q SMITH EL,Texas,481764001529,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057907-057907106,TX-057907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,355,253,27,280,275,†,22,58,46,53,92,84,†,†,†,†,†,†,†,†,182,173,2,4,129,189,18,="0",13,355,24.59
CLINTON P RUSSELL EL,Texas,481623001236,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057905-057905205,TX-057905,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),732,654,3,657,550,†,82,100,98,110,114,122,106,†,†,†,†,†,†,†,390,342,="0",1,610,108,11,1,1,732,43.00
CLOVERLEAF EL,Texas,482025001981,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101910-101910102,TX-101910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,836,697,40,737,629,†,104,103,117,129,124,131,128,†,†,†,†,†,†,†,412,424,9,="0",755,15,55,="0",2,836,50.00
CLUB ESTATES,Texas,481527005433,48355,Nueces County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-178904-178904146,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),405,292,="0",292,338,†,2,65,69,60,64,73,72,†,†,†,†,†,†,†,206,199,1,6,295,25,76,="0",2,405,23.94
CLUB HILL EL,Texas,482034002016,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057909-057909132,TX-057909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,528,354,46,400,401,†,43,84,77,85,82,86,71,†,†,†,†,†,†,†,287,241,13,19,294,99,85,="0",18,528,32.50
CLUSTER V SP ED,Texas,483843009084,48463,Uvalde County,4-Alternative/other school,†,†,†,TX-232902-232902199,TX-232902,NOTVIRTUAL,No,="0",–,–,–,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0.00"
CLUTE INT,Texas,481119000586,48039,Brazoria County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-020905-020905041,TX-020905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,905,578,21,599,905,†,†,†,†,†,†,†,224,224,251,206,†,†,†,†,456,449,4,7,623,81,173,="0",17,905,64.67
CLYDE EL,Texas,481445000934,48059,Callahan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-030902-030902101,TX-030902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,358,170,34,204,196,†,54,108,91,105,†,†,†,†,†,†,†,†,†,†,183,175,="0",="0",58,4,281,="0",15,358,26.27
CLYDE H S,Texas,481445000935,48059,Callahan County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-030902-030902001,TX-030902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,404,133,29,162,†,404,†,†,†,†,†,†,†,†,†,†,121,104,89,90,209,195,="0",1,56,8,334,="0",5,404,35.62
CLYDE INT,Texas,481445005929,48059,Callahan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-030902-030902103,TX-030902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,331,129,38,167,331,†,†,†,†,†,102,112,117,†,†,†,†,†,†,†,181,150,="0",="0",42,3,280,="0",6,331,23.73
CLYDE J H,Texas,481445000936,48059,Callahan County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-030902-030902041,TX-030902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,341,127,27,154,341,†,†,†,†,†,†,†,†,117,113,111,†,†,†,†,175,166,="0",="0",54,4,278,="0",5,341,26.30
COAHOMA EL,Texas,481449000937,48227,Howard County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-114902-114902101,TX-114902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,549,170,36,206,431,†,33,85,69,89,85,88,100,†,†,†,†,†,†,†,265,284,="0",="0",223,4,314,="0",8,549,35.19
COAHOMA H S,Texas,481449000938,48227,Howard County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-114902-114902001,TX-114902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,251,65,15,80,†,251,†,†,†,†,†,†,†,†,†,†,76,68,57,50,133,118,3,="0",78,="0",164,="0",6,251,20.56
COAHOMA J H,Texas,481449000939,48227,Howard County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-114902-114902041,TX-114902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,204,60,20,80,204,†,†,†,†,†,†,†,†,68,71,65,†,†,†,†,96,108,="0",1,80,1,120,="0",2,204,11.35
COAKLEY MIDDLE,Texas,482253002280,48061,Cameron County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-031903-031903041,TX-031903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),737,588,="0",588,737,†,†,†,†,†,†,†,†,260,239,238,†,†,†,†,395,342,="0",4,687,5,40,="0",1,737,51.92
COASTAL ALTERNATIVE PROGRAM,Texas,481428012511,48167,Galveston County,4-Alternative/other school,†,†,†,TX-084910-084910012,TX-084910,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,†,="0",†
COASTAL ALTERNATIVE PROGRAM,Texas,483927012582,48167,Galveston County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-084909-084909003,TX-084909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1,‡,‡,‡,†,1,†,†,†,†,†,†,†,†,†,†,†,†,1,†,="0",1,="0",="0",="0",="0",1,="0",="0",1,–
COASTAL ALTERNATIVE PROGRAM (CAP),Texas,481707012502,48167,Galveston County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-084901-084901014,TX-084901,NOTVIRTUAL,No,8,‡,‡,‡,†,8,†,†,†,†,†,†,†,†,†,†,3,3,="0",2,8,="0",="0",="0",4,2,2,="0",="0",8,5.72
COASTAL ALTERNATIVE PROGRAM (CAP),Texas,484251012819,48167,Galveston County,4-Alternative/other school,†,2-No,6-Not a Title I school,TX-084906-084906014,TX-084906,NOTVIRTUAL,Yes participating without using any Provision or the CEO,10,7,="0",7,4,6,†,†,†,†,†,†,†,†,1,3,2,4,†,†,9,1,="0",="0",2,8,="0",="0",="0",10,–
COASTAL HORIZONS ACADEMY,Texas,480015912097,48409,San Patricio County,4-Alternative/other school,1-Yes,1-Yes,5-Title I schoolwide school,TX-072802-072802002,TX-072802,NOTVIRTUAL,No,48,45,="0",45,10,38,†,†,†,†,†,†,†,†,2,8,12,17,5,4,26,22,="0",="0",41,1,6,="0",="0",48,3.00
COBB 6TH GRADE CAMPUS,Texas,482025008814,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101910-101910045,TX-101910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1142,847,71,918,1142,†,†,†,†,†,†,†,†,1142,†,†,†,†,†,†,585,557,6,11,820,234,64,="0",7,1142,78.70
COBB MIDDLE,Texas,482001012481,48121,Denton County,1-Regular school,†,2-No,6-Not a Title I school,TX-043905-043905053,TX-043905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,949,68,22,90,949,†,†,†,†,†,†,†,†,301,323,325,†,†,†,†,466,483,4,91,138,74,602,="0",40,949,63.26
COCKRELL HILL EL,Texas,481686006397,48113,Dallas County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-057906-057906107,TX-057906,NOTVIRTUAL,Yes participating without using any Provision or the CEO,665,414,59,473,574,†,†,91,112,84,132,116,130,†,†,†,†,†,†,†,352,313,1,1,175,458,15,="0",15,665,44.79
CODER EL,Texas,480778006501,48367,Parker County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-184907-184907102,TX-184907,NOTVIRTUAL,Yes participating without using any Provision or the CEO,471,122,32,154,357,†,37,77,87,61,69,74,66,†,†,†,†,†,†,†,248,223,2,1,110,5,339,="0",14,471,32.98
CODWELL EL,Texas,482364002420,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101912-101912123,TX-101912,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),449,396,16,412,346,†,45,58,59,66,67,65,89,†,†,†,†,†,†,†,192,257,="0",="0",39,408,1,1,="0",449,28.00
CODY EL,Texas,483312005787,48029,Bexar County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-015915-015915135,TX-015915,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),628,459,="0",459,477,†,85,66,90,93,83,106,105,†,†,†,†,†,†,†,325,303,="0",3,534,35,47,="0",9,628,49.00
COGGIN INT,Texas,481170000674,48049,Brown County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-025902-025902101,TX-025902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,828,440,97,537,828,†,†,†,†,†,†,284,282,262,†,†,†,†,†,†,436,392,2,8,327,42,416,="0",33,828,52.61
COIT/FRANKFORD ROAD NEW EL,TEXAS,483510013364,48085,Collin County,1-Regular school,†,†,†,TX-043910-043910151,TX-043910,NOTVIRTUAL,No,="0",–,–,–,="0",†,†,="0",="0",="0",="0",="0",="0",†,†,†,†,†,†,†,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0.00"
COKER EL,Texas,483294003632,48029,Bexar County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-015910-015910102,TX-015910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,837,315,68,383,712,†,7,118,133,142,137,140,160,†,†,†,†,†,†,†,437,400,="0",12,571,8,217,="0",29,837,53.41
COL JOHN O ENSOR MIDDLE,Texas,484071008777,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071909-071909046,TX-071909,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1078,469,190,659,1078,="0",†,†,†,†,†,†,†,333,363,382,="0",†,†,†,553,525,2,4,986,27,51,2,6,1078,62.26
COL SANTOS BENAVIDES EL,Texas,484365007151,48479,Webb County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-240903-240903122,TX-240903,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),1044,339,="0",339,840,†,61,143,135,164,186,175,180,†,†,†,†,†,†,†,523,521,="0",18,1004,4,17,="0",1,1044,56.79
COLBERT EL,Texas,481641001401,48291,Liberty County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-146902-146902102,TX-146902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,220,181,14,195,†,†,220,†,†,†,†,†,†,†,†,†,†,†,†,†,118,102,2,1,116,24,71,="0",6,220,9.00
COLDSPRING INT,Texas,481452006233,48407,San Jacinto County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-204901-204901103,TX-204901,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),358,215,11,226,358,†,†,†,†,†,107,127,124,†,†,†,†,†,†,†,194,164,="0",1,36,67,235,="0",19,358,21.00
COLDSPRING-OAKHURST H S,Texas,481452000940,48407,San Jacinto County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-204901-204901001,TX-204901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,458,274,27,301,†,458,†,†,†,†,†,†,†,†,†,†,116,115,111,116,244,214,2,1,32,92,319,="0",12,458,36.83
COLDWELL EL,Texas,481830001676,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071902-071902110,TX-071902,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),467,387,3,390,370,†,35,62,80,63,71,83,73,†,†,†,†,†,†,†,239,228,="0",1,455,2,5,="0",4,467,34.09
COLE EL,TEXAS,483312013245,48029,Bexar County,1-Regular school,†,2-No,6-Not a Title I school,TX-015915-015915228,TX-015915,NOTVIRTUAL,Yes participating without using any Provision or the CEO,799,144,46,190,637,†,49,113,112,111,133,128,153,†,†,†,†,†,†,†,414,385,1,22,478,56,197,="0",45,799,52.00
COLEMAN EL,Texas,481455000945,48083,Coleman County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-042901-042901102,TX-042901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,395,213,42,255,264,†,69,62,71,53,69,71,†,†,†,†,†,†,†,†,185,210,1,4,101,4,276,="0",9,395,29.41
COLEMAN EL,Texas,481431000919,48251,Johnson County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-126903-126903102,TX-126903,NOTVIRTUAL,Yes participating without using any Provision or the CEO,523,278,52,330,397,†,43,83,82,82,78,83,72,†,†,†,†,†,†,†,265,258,8,3,126,23,328,8,27,523,32.07
COLEMAN H S,Texas,481455000943,48083,Coleman County,1-Regular school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-042901-042901001,TX-042901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,242,99,17,116,†,242,†,†,†,†,†,†,†,†,†,†,72,53,55,62,118,124,="0",1,72,9,156,="0",4,242,25.86
COLEMAN J H,Texas,481455000944,48083,Coleman County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-042901-042901041,TX-042901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,248,131,17,148,248,†,†,†,†,†,†,†,65,60,48,75,†,†,†,†,133,115,3,1,61,4,170,="0",9,248,22.61
COLES H S AND EDUCATIONAL CENTER,Texas,481527006082,48355,Nueces County,4-Alternative/other school,1-Yes,1-Yes,4-Title I schoolwide eligible school-No program,TX-178904-178904009,TX-178904,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),180,171,="0",171,13,167,†,†,†,†,†,†,†,†,1,12,21,15,48,83,84,96,="0",="0",155,6,19,="0",="0",180,19.00
COLIN L POWELL EL,Texas,481830010647,48141,El Paso County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071902-071902175,TX-071902,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),574,442,7,449,412,†,87,75,98,77,79,89,69,†,†,†,†,†,†,†,299,275,6,2,209,92,194,28,43,574,36.43
COLIN POWELL EL,Texas,482142007577,48113,Dallas County,1-Regular school,2-No,1-Yes,1-Title I targeted assistance eligible school-No program,TX-057910-057910123,TX-057910,NOTVIRTUAL,Yes participating without using any Provision or the CEO,534,172,43,215,453,†,1,80,82,85,110,87,89,†,†,†,†,†,†,†,282,252,3,65,161,168,110,1,26,534,33.00
COLLEGE CAREER & TECHNOLOGY ACAD,Texas,483486011801,48215,Hidalgo County,4-Alternative/other school,†,†,†,TX-108909-108909008,TX-108909,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),="0",–,–,–,†,="0",†,†,†,†,†,†,†,†,†,†,†,†,†,="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",1.21
COLLEGE CAREER TECHNOLOGY ACADEMY (CCTA),Texas,481830005464,48141,El Paso County,4-Alternative/other school,1-Yes,1-Yes,5-Title I schoolwide school,TX-071902-071902020,TX-071902,NOTVIRTUAL,Yes under Community Eligibility Option (CEO),129,86,="0",86,2,127,†,†,†,†,†,†,†,†,†,2,11,15,29,72,54,75,="0",="0",127,="0",2,="0",="0",129,27.23
COLLEGE HILL EL,Texas,483507003945,48189,Hale County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-095905-095905102,TX-095905,NOTVIRTUAL,Yes participating without using any Provision or the CEO,442,297,39,336,356,†,30,56,65,66,66,67,92,†,†,†,†,†,†,†,225,217,3,2,346,20,62,="0",9,442,25.62
COLLEGE HILLS EL,Texas,480735000002,48041,Brazos County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-021901-021901102,TX-021901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,734,374,51,425,564,†,34,136,153,140,129,142,†,†,†,†,†,†,†,†,393,341,5,40,225,144,289,4,27,734,55.00
COLLEGE PARK EL,Texas,482619002951,48201,Harris County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-101916-101916105,TX-101916,NOTVIRTUAL,Yes participating without using any Provision or the CEO,437,262,22,284,315,†,76,46,64,64,56,69,62,†,†,†,†,†,†,†,216,221,2,4,209,51,159,1,11,437,29.33
COLLEGE PARK H S,Texas,481500010964,48339,Montgomery County,1-Regular school,†,2-No,6-Not a Title I school,TX-170902-170902014,TX-170902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,3101,424,97,521,†,3101,†,†,†,†,†,†,†,†,†,†,802,823,723,753,1588,1513,24,292,816,231,1622,15,101,3101,171.09
COLLEGE ST EL,Texas,482730003066,48121,Denton County,1-Regular school,1-Yes,1-Yes,5-Title I schoolwide school,TX-061902-061902102,TX-061902,NOTVIRTUAL,Yes participating without using any Provision or the CEO,246,139,24,163,203,†,2,41,32,34,47,46,44,†,†,†,†,†,†,†,124,122,5,4,90,42,86,="0",19,246,24.07
COLLEGE STATION H S,Texas,480735012482,48041,Brazos County,1-Regular school,†,2-No,6-Not a Title I school,TX-021901-021901003,TX-021901,NOTVIRTUAL,Yes participating without using any Provision or the CEO,1996,322,82,404,†,1996,†,†,†,†,†,†,†,†,†,†,552,506,470,468,989,1007,5,157,380,191,1211,2,50,1996,121.72
